,Mario,,,,,Donkey Kong,,,,,Link,,,,,Samus,,,,,Yoshi,,,,,Kirby,,,,,Fox,,,,,Pikachu,,,,,Luigi,,,,,Ness,,,,,Captain Falcon,,,,, Jigglypuff,,,,,Peach,,,,,Bowser,,,,,Ice Climbers,,,,,Sheik,,,,,Zelda,,,,,Dr. Mario,,,,,Pichu,,,,,Falco,,,,,Marth,,,,,Lucina,,,,,Young Link,,,,,Ganondorf,,,,,Mewtwo,,,,,Roy,,,,,Chrom,,,,,Mr. G&W,,,,,Meta Knight,,,,,Pit,,,,,Zero Suit Samus,,,,,Wario,,,,,Snake,,,,,Ike,,,,,Pokemon Trainer,,,,,Diddy Kong,,,,,Lucas,,,,,Sonic,,,,,King Dedede,,,,,Olimar,,,,,Lucario,,,,,R.O.B.,,,,,Toon Link,,,,,Wolf,,,,,Villager,,,,,Mega Man,,,,,Wii Fit Trainer,,,,,Rosalina,,,,,Little Mac,,,,,Greninja,,,,,Palutena,,,,,Pac-Man,,,,,Robin,,,,,Shulk,,,,,Bowser Jr,,,,,Duck Hunt,,,,,Ryu,,,,,Ken,,,,,Cloud,,,,,Corrin,,,,,Bayonetta,,,,,Inkling,,,,,Ridley,,,,,Richter,,,,,King K. Rool,,,,,Isabelle,,,,,Incineroar,,,,,Piranha Plant,,,,,Joker,,,,,Hero,,,,,Banjo,,,,,Terry,,,,,Byleth,,,,,Min Min,,,,,Steve,,,,,Sephiroth,,,,,Pyra/Mythra,,,,,Kazuya,,,,,Sora,,,,,Mii Brawler,,,,,Mii Swordfighter,,,,,Mii Gunner,,,
,Shido,1,,0.4%,,,,,,,,,,,,SKPeter,1,,0.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loke,3,,0.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bobo,4,,0.8%,,,,,,,Kabi,1,,0.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aaron,4.5,,0.7%,,,,,,,Extra,3,,0.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MuteAce,3.5,,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kingel,2,,0.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drybie,2.5,,0.7%,,,,,,,,,,,,,,,,,,,,,,Jules,1,,0.3%,,Uhh,5,,0.7%,,,,,,,Sam,2,,0.4%,,Pika,1,,0.3%,,,,,,,,,,,,,,,,,,,,
,Jazzpunk,1,,0.4%,,,,,,,,,,,,Q,1,,0.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akakikusu,2.5,,0.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hdk!,4,,0.8%,,,,,,,ekzLeon,1,,0.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marcos,4,,0.6%,,,,,,,RadioOvni,3,,0.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIDE,3,,0.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elec,2,,0.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wonf,2.5,,0.7%,,,,,,,,,,,,,,,,,,,,,,Serenity,1,,0.3%,,Pango,5,,0.7%,,,,,,,Wonf,2,,0.4%,,Rattsu,1,,0.3%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gintama,2,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Synertex,4,,0.8%,,,,,,,Noku,1,,0.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miya,3.5,,0.5%,,,,,,,SwL,3,,0.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZoZeF,3,,0.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eMass,2,,0.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shaka,2,,0.6%,,,,,,,,,,,,,,,,,,,,,,Solid Gamer,1,,0.3%,,Homu,5,,0.7%,,,,,,,Armadillo,2,,0.4%,,Matt,1,,0.3%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rivers,2,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIO,4,,0.8%,,,,,,,Goosefancy,1,,0.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kazma,3,,0.5%,,,,,,,Divine,2.5,,0.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akasa,2.5,,0.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H4,1.5,,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silver,2,,0.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,Haunter,5,,0.7%,,,,,,,SIDX,2,,0.4%,,KR,0.5,,0.1%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mtkat,2,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mantolio,4,,0.8%,,,,,,,Charlie,0.5,,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SickBoy,3,,0.5%,,,,,,,EKING,2.5,,0.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GARU,2.5,,0.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwL,1.5,,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaedegi,2,,0.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,_trey5,5,,0.7%,,,,,,,Mercury,1.5,,0.3%,,Mystikmol,0.5,,0.1%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cloudy,2,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fox 2,3,,0.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dh Hunter,3,,0.5%,,,,,,,Bro1,2,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KaitoRoy,2.5,,0.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pineda,1,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cloudy,2,,0.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,Nemu,5,,0.7%,,,,,,,Q,1,,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bonilla,2,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yuka!,3,,0.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X-Pelox,2,,0.3%,,,,,,,Streakz,2,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Firstbones,2,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viera,1,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shadow,2,,0.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,Spot,4,,0.6%,,,,,,,MopN,1,,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johto,2,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malachite,3,,0.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dill,2,,0.3%,,,,,,,Tamopio,2,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nerva,2,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mafe2233,1,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reflection,1.5,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,Machu,4,,0.6%,,,,,,,NeoChronos,0.5,,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tapsy,1.5,,0.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ike,3,,0.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TheGertigs,2,,0.3%,,,,,,,NaetorU,2,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hydra,2,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zemmol,1,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dietsoda,1.5,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,Rarikkusu,3.5,,0.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tsuna,1,,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZoZeF,3,,0.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eMass,2,,0.3%,,,,,,,Azrael,1.5,,0.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Midnight,2,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NeoChronos,1,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CaKe,1,,0.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,Miya,3.5,,0.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BubblesBruno,1,,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marl,2,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domnique,2,,0.3%,,,,,,,hinaks,1.5,,0.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pancakes,2,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sabito,1,,0.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,Goblin,3.5,,0.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Legend of Flabby,1,,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2Scary,2,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashen,2,,0.3%,,,,,,,Zak9999,1.5,,0.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pineda,2,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vongola,1,,0.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,Steffen,3,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tigerton,0.5,,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roy,1,,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jams,2,,0.3%,,,,,,,Mokun,1,,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEEPBLUE,2,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tsun,1,,0.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,Syrup,2.5,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jmk3008,1,,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lila,2,,0.3%,,,,,,,El Primo de Jiren,1,,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neeroz,1.5,,0.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kallen,1,,0.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunea,3,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kepler,1,,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lucretio,2,,0.3%,,,,,,,Viera,1,,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steeb,1,,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dark Wizzy,0.5,,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,Samuel,3,,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kisha,1,,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MasterofDisaster,2,,0.3%,,,,,,,Trance,1,,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lyto,1,,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Venom,0.5,,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,Perezoso,2,,0.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tyakku,1,,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Danki,2,,0.3%,,,,,,,iBet,1,,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$BK,1,,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tnath,2,,0.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sonido,1,,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Balltze,2,,0.3%,,,,,,,ekzLeon,0.5,,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ignis,1,,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ente,2,,0.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@@@@,1,,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luminous,1.5,,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dinamirer,1,,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gogesta,1.5,,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yousef2AT,1,,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tama,1.5,,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hasuiro,0.5,,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G-XTREME,1.5,,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IQ,1,,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radio,1,,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Omuatsu,0.5,,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Triple A,1,,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X-Pelox,1,,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RaymondNoodles,1,,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kanga,1,,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jules,1,,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vulk,1,,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leolee,1,,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KR,0.5,,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gaya,1,,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Griffith,1,,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rizeo,1,,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
